,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,contact_number,cluster
406,Royal Auto Solutions 62,607 Berg Lock,Surat,Gujarat,395007,21.180017,72.895615,4.6,395,0,9604835327,4
407,Sai Baba Car Clinic 34,5059 Samantha Crossroad,Surat,Gujarat,395004,21.164406,72.753793,4.0,395,1,9361349803,5
408,Krishna Auto Works 32,7598 Elizabeth Estate Suite 170,Surat,Gujarat,395003,21.226262,72.823003,3.8,395,0,8215613433,1
409,Gujarat Car Care 32,750 Kathleen Fort,Surat,Gujarat,395008,21.205064,72.89152,3.0,395,1,8780272390,2
410,Gujarat Car Care 44,6862 Andrews Court Apt. 573,Surat,Gujarat,395008,21.221518,72.868005,2.8,395,1,9701408648,2
411,Speedy Motors 43,014 Brandon Mountain,Surat,Gujarat,395008,21.223145,72.845281,2.4,395,0,7710297945,1
412,Speedy Motors 24,58736 Taylor Mill Apt. 358,Surat,Gujarat,395007,21.203249,72.84906,2.1,395,1,9466737263,4
413,Shree Ganesh Auto Care 25,17980 Jennifer Highway Suite 095,Surat,Gujarat,395009,21.186178,72.863466,3.9,394,0,8409347898,4
414,Jai Hind Auto Repairs 31,4379 Stephen Dale,Surat,Gujarat,395002,21.164644,72.779591,3.8,394,0,8911444348,5
415,Royal Auto Solutions 47,93769 Jose Lodge Apt. 818,Surat,Gujarat,395002,21.159152,72.891444,3.3,394,1,8835858637,4
416,Speedy Motors 37,1902 John Spring,Surat,Gujarat,395009,21.178644,72.878326,2.8,394,0,7161556796,4
417,Sai Baba Car Clinic 49,781 Powers Glen,Surat,Gujarat,395010,21.210292,72.881043,2.6,394,0,8152987872,2
418,Royal Auto Solutions 3,74304 Mckenzie Centers Apt. 385,Surat,Gujarat,395003,21.247437,72.882189,2.5,394,0,9532114602,2
419,Krishna Auto Works 54,5118 Bradley Curve Apt. 031,Surat,Gujarat,395008,21.19887,72.762401,2.1,394,0,7821127198,5
420,Jai Hind Auto Repairs 64,2961 Green Run Apt. 671,Surat,Gujarat,395002,21.218594,72.800763,4.9,393,0,8303642642,1
421,Jai Hind Auto Repairs 5,750 Cory Tunnel,Surat,Gujarat,395005,21.24174,72.820868,4.5,393,1,9338875830,1
422,Jai Hind Auto Repairs 16,836 Ronald Underpass,Surat,Gujarat,395001,21.245359,72.759897,4.3,393,1,9946435001,3
423,Mahalaxmi Auto Service 49,Unit 1585 Box 1743,Surat,Gujarat,395002,21.232881,72.868309,3.7,393,0,7813113302,2
424,Shree Ganesh Auto Care 67,8514 Lindsay Vista,Surat,Gujarat,395004,21.158561,72.858011,3.5,393,0,8791358772,4
425,Mahalaxmi Auto Service 95,7264 Danielle Manors,Surat,Gujarat,395006,21.235272,72.762745,2.4,393,1,9864352399,3
426,Royal Auto Solutions 41,271 Donald Cove,Surat,Gujarat,395007,21.248194,72.774649,2.2,393,0,7646054459,3
427,Surat Car Garage 73,307 Rodriguez Port Suite 546,Surat,Gujarat,395002,21.174123,72.792422,4.4,392,0,8510351985,5
428,Mahalaxmi Auto Service 37,94535 Long Run,Surat,Gujarat,395004,21.159282,72.832768,3.6,392,0,8920199113,0
429,Surat Car Garage 83,9957 Norman Oval,Surat,Gujarat,395009,21.158515,72.893275,3.6,392,0,9545809072,4
430,Jai Hind Auto Repairs 3,3990 Gregory Loop Apt. 082,Surat,Gujarat,395008,21.249189,72.837435,2.5,392,1,8154180529,1
431,Gujarat Car Care 67,2735 Harris Crossroad Apt. 904,Surat,Gujarat,395010,21.217753,72.843041,2.4,392,1,9871733937,1
432,Surat Car Garage 64,411 Chelsea Brook,Surat,Gujarat,395003,21.241584,72.854241,2.9,391,1,9120446586,2
433,Jai Hind Auto Repairs 18,Unit 2276 Box 0759,Surat,Gujarat,395010,21.196069,72.768943,4.6,390,1,9265801458,5
434,Gujarat Car Care 44,4326 Dawn Freeway Suite 524,Surat,Gujarat,395006,21.168391,72.813591,3.3,390,1,9299721232,0
435,Gujarat Car Care 6,472 Alison Extension,Surat,Gujarat,395010,21.248361,72.851621,3.2,390,1,9176061214,1
436,Krishna Auto Works 93,9363 Kathy Ports,Surat,Gujarat,395007,21.221997,72.818683,3.2,390,0,7292203406,1
437,Speedy Motors 81,704 Quinn Loop Suite 682,Surat,Gujarat,395006,21.243761,72.874196,3.2,390,1,9294985862,2
438,Sai Baba Car Clinic 66,31617 Kyle Streets,Surat,Gujarat,395007,21.248912,72.831455,2.8,390,0,8941621333,1
439,Jai Hind Auto Repairs 74,3931 David Wells Apt. 551,Surat,Gujarat,395004,21.215264,72.763173,2.8,390,0,9432451572,3
440,Sai Baba Car Clinic 71,106 Mcbride Coves,Surat,Gujarat,395001,21.218028,72.767183,4.7,389,1,8400675679,3
441,Surat Car Garage 84,30423 David Mill,Surat,Gujarat,395001,21.211626,72.811692,3.5,389,0,8982140263,1
442,Krishna Auto Works 88,2304 Hawkins Court,Surat,Gujarat,395009,21.237026,72.895731,2.5,389,1,8151302843,2
443,Shree Ganesh Auto Care 37,69708 Amber Point Apt. 787,Surat,Gujarat,395002,21.165589,72.882174,2.1,389,0,8747310970,4
444,Sai Baba Car Clinic 89,46163 James Underpass Suite 383,Surat,Gujarat,395002,21.177181,72.848744,4.4,387,1,9736771871,4
445,Royal Auto Solutions 100,6575 Reyes Fall Suite 341,Surat,Gujarat,395007,21.223578,72.87825,4.0,387,0,8721753789,2
446,Sai Baba Car Clinic 14,45847 Gonzalez Locks,Surat,Gujarat,395008,21.215628,72.815904,2.4,387,1,9754481983,1
447,Royal Auto Solutions 64,35960 Hall Bridge Apt. 618,Surat,Gujarat,395008,21.206941,72.845795,2.0,387,0,9354046443,1
448,Gujarat Car Care 49,USCGC Wu,Surat,Gujarat,395005,21.233028,72.846262,4.3,386,1,8558773980,1
449,Gujarat Car Care 82,3435 Dean Mountain Suite 296,Surat,Gujarat,395008,21.227346,72.86216,2.2,386,0,8932849473,2
450,Gujarat Car Care 79,045 Cook Wells,Surat,Gujarat,395003,21.182373,72.897955,4.8,385,1,9188989471,4
451,Jai Hind Auto Repairs 28,"PSC 3060, Box 9069",Surat,Gujarat,395001,21.230156,72.792443,4.4,385,0,9694115260,3
452,Shree Ganesh Auto Care 36,53910 Diana Village Apt. 705,Surat,Gujarat,395004,21.203761,72.775231,3.4,385,1,9669289068,3
453,Surat Car Garage 10,2587 James Road,Surat,Gujarat,395004,21.244487,72.774767,2.2,385,1,9716049750,3
454,Royal Auto Solutions 27,"PSC 8488, Box 7256",Surat,Gujarat,395006,21.181292,72.756857,4.6,384,0,7654143818,5
455,Shree Ganesh Auto Care 4,85155 Dominique Flats,Surat,Gujarat,395010,21.154512,72.87554,3.0,384,0,9475330506,4
456,Surat Car Garage 56,09407 Foley Plains,Surat,Gujarat,395002,21.195337,72.841325,2.9,384,0,8951142032,0
457,Shree Ganesh Auto Care 1,41904 Sanders Stravenue,Surat,Gujarat,395006,21.227112,72.845567,2.8,384,1,8561209415,1
458,Surat Car Garage 4,433 Jill Springs,Surat,Gujarat,395005,21.174489,72.770931,2.3,384,0,9348273707,5
459,Royal Auto Solutions 31,91088 Ashley Drive Apt. 587,Surat,Gujarat,395010,21.182377,72.776137,2.2,384,1,9288116166,5
460,Gujarat Car Care 77,724 Johnny Drives Suite 617,Surat,Gujarat,395009,21.188448,72.837049,4.9,383,0,8549255515,0
461,Perfect Wheels Garage 72,USS Walters,Surat,Gujarat,395007,21.235631,72.779409,4.4,383,0,8961415301,3
462,Sai Baba Car Clinic 25,179 Floyd Knolls Apt. 526,Surat,Gujarat,395010,21.2498,72.899761,4.3,383,1,8415803428,2
463,Gujarat Car Care 44,266 Dillon Mills Suite 857,Surat,Gujarat,395009,21.219413,72.775963,4.0,383,1,8504505085,3
464,Gujarat Car Care 79,53524 Russo Street Suite 171,Surat,Gujarat,395001,21.184585,72.760614,3.2,383,0,8140452884,5
465,Royal Auto Solutions 89,18418 Thomas Fork,Surat,Gujarat,395002,21.180512,72.820679,3.0,383,0,7524061755,0
466,Krishna Auto Works 99,92355 Mason Alley,Surat,Gujarat,395003,21.244779,72.889172,2.5,383,1,8781555999,2
467,Gujarat Car Care 29,72742 Cynthia Corners Apt. 061,Surat,Gujarat,395002,21.230445,72.813932,4.4,382,1,9672789069,1
468,Jai Hind Auto Repairs 80,14557 Melanie Fort Apt. 427,Surat,Gujarat,395008,21.157144,72.858138,3.6,382,1,7480812289,4
469,Krishna Auto Works 75,USCGC Potts,Surat,Gujarat,395003,21.207286,72.848448,2.9,382,0,7948963428,1
470,Royal Auto Solutions 52,4290 Stanley Rapid,Surat,Gujarat,395008,21.236868,72.819659,2.5,382,1,9405861170,1
471,Royal Auto Solutions 93,97925 Clarke Crescent Apt. 643,Surat,Gujarat,395010,21.193408,72.814132,4.2,381,0,9167748833,0
472,Royal Auto Solutions 51,53849 Stephenson Crossing,Surat,Gujarat,395007,21.166777,72.816206,3.5,381,1,7297502823,0
473,Royal Auto Solutions 51,6185 Shannon Mountain Suite 112,Surat,Gujarat,395006,21.214956,72.787442,2.3,381,0,7529648200,3
474,Jai Hind Auto Repairs 74,20331 Douglas Mountains Apt. 510,Surat,Gujarat,395001,21.191777,72.756634,5.0,380,0,9649195908,5
475,Perfect Wheels Garage 22,850 Kenneth Falls,Surat,Gujarat,395004,21.184763,72.793199,3.8,380,0,8801185871,5
476,Sai Baba Car Clinic 70,396 White Knoll Suite 844,Surat,Gujarat,395006,21.195408,72.866388,3.5,380,0,8391473640,4
477,Surat Car Garage 81,65585 James Pass,Surat,Gujarat,395001,21.180893,72.816123,3.7,379,0,9405277742,0
478,Sai Baba Car Clinic 42,Unit 3605 Box 1171,Surat,Gujarat,395001,21.212596,72.751561,3.1,379,1,7814385888,3
479,Jai Hind Auto Repairs 91,69331 Mcmahon Fall,Surat,Gujarat,395008,21.225846,72.783695,2.3,379,1,9448219624,3
480,Surat Car Garage 38,4780 Arroyo Neck,Surat,Gujarat,395007,21.242055,72.762878,4.5,378,0,8233909100,3
481,Royal Auto Solutions 29,71461 Daniel Ports,Surat,Gujarat,395005,21.170643,72.772513,3.8,378,0,7562172707,5
482,Sai Baba Car Clinic 29,09622 Manning Summit,Surat,Gujarat,395003,21.184179,72.808927,2.4,378,1,7816339411,0
483,Surat Car Garage 91,512 Patterson Fall Apt. 866,Surat,Gujarat,395008,21.213407,72.762796,4.1,377,0,7974719151,3
484,Royal Auto Solutions 87,8610 Nathan Ranch Suite 279,Surat,Gujarat,395002,21.24799,72.837555,4.4,376,0,7967918123,1
485,Mahalaxmi Auto Service 37,1028 Collins Spur,Surat,Gujarat,395002,21.235523,72.888844,3.2,376,1,7653806758,2
486,Surat Car Garage 55,22427 Brandt Neck,Surat,Gujarat,395004,21.195502,72.846768,3.2,375,0,8503629507,4
487,Shree Ganesh Auto Care 56,7380 Thomas Ford,Surat,Gujarat,395008,21.177219,72.890991,2.9,375,1,9984139360,4
488,Gujarat Car Care 89,93600 Hanna Pines,Surat,Gujarat,395007,21.223095,72.821036,2.7,375,1,9636719395,1
489,Gujarat Car Care 59,Unit 6407 Box 0308,Surat,Gujarat,395001,21.157654,72.805919,2.4,375,0,7799582971,0
490,Jai Hind Auto Repairs 21,3757 Dawn Isle,Surat,Gujarat,395001,21.198506,72.76741,4.7,374,1,7377300991,5
491,Sai Baba Car Clinic 81,763 Daniel Stravenue,Surat,Gujarat,395009,21.179189,72.887444,4.1,374,0,8478748753,4
492,Jai Hind Auto Repairs 32,72897 White Loaf Suite 722,Surat,Gujarat,395005,21.214462,72.787225,3.8,374,1,7647945676,3
493,Surat Car Garage 67,739 Gay Glen,Surat,Gujarat,395003,21.199582,72.804188,2.9,374,0,7117678561,0
494,Speedy Motors 29,Unit 8099 Box 8397,Surat,Gujarat,395009,21.20097,72.890096,2.3,374,1,8799932374,2
495,Jai Hind Auto Repairs 37,8681 Diana Knoll,Surat,Gujarat,395003,21.163428,72.760762,2.0,374,1,7170312349,5
496,Shree Ganesh Auto Care 85,286 Linda Cape,Surat,Gujarat,395010,21.155988,72.766715,4.9,373,1,8362854020,5
497,Royal Auto Solutions 66,86014 Tyler Island,Surat,Gujarat,395007,21.19072,72.801319,4.8,373,1,7732383921,0
498,Speedy Motors 13,0317 Schmidt Brook,Surat,Gujarat,395008,21.246074,72.878757,4.3,373,0,9388111819,2
499,Surat Car Garage 38,17810 Tanya Terrace Apt. 267,Surat,Gujarat,395007,21.165816,72.750487,4.2,373,1,9369580310,5
500,Surat Car Garage 33,905 Smith Inlet,Surat,Gujarat,395006,21.219172,72.886074,4.4,372,0,7264193415,2
501,Surat Car Garage 64,62713 Davis Valley Apt. 155,Surat,Gujarat,395010,21.203605,72.844793,3.7,372,0,7201014536,1
502,Surat Car Garage 66,6095 Wright Mountains,Surat,Gujarat,395005,21.171152,72.778036,3.1,372,0,8418488259,5
503,Mahalaxmi Auto Service 61,247 Fleming Cliffs,Surat,Gujarat,395008,21.238045,72.787352,2.6,372,0,9696522317,3
504,Mahalaxmi Auto Service 48,0274 Howe Haven,Surat,Gujarat,395002,21.154578,72.774623,2.4,372,1,8921170313,5
505,Perfect Wheels Garage 82,23766 Aguilar Manors,Surat,Gujarat,395008,21.16557,72.854091,4.3,371,0,9351445115,4
506,Shree Ganesh Auto Care 29,80053 Odonnell Rest,Surat,Gujarat,395008,21.183197,72.865112,3.8,371,1,9438859923,4
507,Krishna Auto Works 38,779 Cruz Drive,Surat,Gujarat,395007,21.155881,72.871532,2.5,371,0,9283694134,4
508,Krishna Auto Works 74,15313 Kane Lane Apt. 179,Surat,Gujarat,395004,21.197626,72.761843,4.7,370,0,9154702761,5
509,Royal Auto Solutions 9,8576 Dalton Field Apt. 381,Surat,Gujarat,395005,21.206975,72.892103,4.2,370,1,8496745612,2
510,Royal Auto Solutions 73,73281 Thomas Ridges Apt. 087,Surat,Gujarat,395010,21.153938,72.826756,4.2,370,0,7952956268,0
511,Royal Auto Solutions 74,907 Miller Tunnel Apt. 981,Surat,Gujarat,395005,21.196241,72.818242,4.1,370,0,9486334714,0
512,Krishna Auto Works 83,0452 Megan Pine,Surat,Gujarat,395007,21.179836,72.768785,3.0,370,0,7461989610,5
513,Gujarat Car Care 38,46566 April Street,Surat,Gujarat,395004,21.221311,72.762306,2.5,369,0,7175480492,3
514,Mahalaxmi Auto Service 50,659 Adrian Tunnel Apt. 461,Surat,Gujarat,395009,21.187427,72.827834,2.5,369,1,8657638415,0
515,Krishna Auto Works 94,43370 Morgan Village Suite 873,Surat,Gujarat,395007,21.232381,72.771652,2.4,369,1,8296991278,3
516,Mahalaxmi Auto Service 75,07201 Jenny Motorway,Surat,Gujarat,395004,21.232284,72.80419,2.3,369,1,7352504762,1
517,Mahalaxmi Auto Service 23,926 Cooper Lodge,Surat,Gujarat,395007,21.211847,72.76139,2.3,369,1,7549535553,3
518,Shree Ganesh Auto Care 59,0477 Michael Lane Suite 296,Surat,Gujarat,395002,21.236211,72.836364,3.7,368,1,7652308622,1
519,Perfect Wheels Garage 34,84039 Gregory Unions Apt. 396,Surat,Gujarat,395002,21.183003,72.854057,3.4,368,1,9149166691,4
520,Jai Hind Auto Repairs 11,5036 Neal Fords Apt. 332,Surat,Gujarat,395007,21.233406,72.767914,3.3,368,0,9608713106,3
521,Krishna Auto Works 14,8390 Ellis Burgs,Surat,Gujarat,395007,21.246079,72.845338,4.5,367,0,8486933563,1
522,Royal Auto Solutions 40,86767 Amber Shoals,Surat,Gujarat,395009,21.249034,72.76852,5.0,366,1,9838461061,3
523,Sai Baba Car Clinic 41,7286 Christopher Stream,Surat,Gujarat,395009,21.200345,72.7581,4.7,366,1,9774921137,5
524,Mahalaxmi Auto Service 25,426 Thomas Lodge,Surat,Gujarat,395008,21.231755,72.856236,3.5,366,0,9232015093,2
525,Mahalaxmi Auto Service 58,1128 Rosales Hills,Surat,Gujarat,395009,21.215028,72.884376,3.4,366,0,7980908445,2
526,Perfect Wheels Garage 20,943 Ortiz Branch Suite 664,Surat,Gujarat,395001,21.172986,72.755379,2.8,366,1,8217367006,5
527,Surat Car Garage 91,255 Justin Way,Surat,Gujarat,395006,21.239227,72.755754,2.3,366,1,9789738109,3
528,Perfect Wheels Garage 26,552 West Estates,Surat,Gujarat,395001,21.174949,72.818467,4.8,365,0,9910213796,0
529,Royal Auto Solutions 60,905 Hurst Extension,Surat,Gujarat,395010,21.154087,72.804965,3.9,365,0,9422498300,0
530,Krishna Auto Works 23,312 Davis Canyon Apt. 676,Surat,Gujarat,395003,21.234291,72.756789,3.2,365,1,9369905611,3
531,Gujarat Car Care 45,889 Clinton Mount Suite 224,Surat,Gujarat,395009,21.178109,72.830815,3.0,365,1,8390922250,0
532,Royal Auto Solutions 83,227 Mcdonald Forge Apt. 168,Surat,Gujarat,395003,21.247499,72.865057,2.1,365,0,8902791760,2
533,Royal Auto Solutions 86,970 James Lights,Surat,Gujarat,395007,21.190545,72.780047,2.0,365,0,8627822037,5
534,Krishna Auto Works 28,165 Parrish Stravenue Apt. 494,Surat,Gujarat,395006,21.229783,72.801051,4.6,364,1,9534775731,1
535,Shree Ganesh Auto Care 79,0952 Caitlyn Lane,Surat,Gujarat,395004,21.241089,72.861888,4.1,364,1,9196758016,2
536,Mahalaxmi Auto Service 54,34026 Manning Bypass,Surat,Gujarat,395002,21.226628,72.836485,4.0,364,1,9386654796,1
537,Surat Car Garage 52,686 Golden Square,Surat,Gujarat,395007,21.187717,72.821401,3.9,364,0,9983059537,0
538,Mahalaxmi Auto Service 68,22901 Ramos Manors,Surat,Gujarat,395006,21.19255,72.86189,3.0,364,1,8660461887,4
539,Gujarat Car Care 68,9030 Gonzales Plains,Surat,Gujarat,395005,21.195372,72.840814,2.3,364,0,9506623458,0
540,Gujarat Car Care 8,1768 Alicia Row Suite 281,Surat,Gujarat,395009,21.247266,72.812896,4.7,363,1,8173773752,1
541,Royal Auto Solutions 3,16880 Karen Trail Suite 378,Surat,Gujarat,395005,21.239665,72.825313,4.6,363,1,9369739163,1
542,Jai Hind Auto Repairs 18,Unit 0523 Box 3027,Surat,Gujarat,395005,21.161036,72.818301,3.4,363,1,9486731564,0
543,Speedy Motors 44,64236 Andrew Fords Apt. 664,Surat,Gujarat,395005,21.195285,72.770006,3.2,363,1,7808207085,5
544,Krishna Auto Works 2,7893 Stephanie Dam Suite 651,Surat,Gujarat,395002,21.18184,72.865708,4.7,362,0,8953209258,4
545,Surat Car Garage 50,"PSC 9772, Box 7810",Surat,Gujarat,395006,21.203092,72.794488,4.3,362,0,9658651023,3
546,Sai Baba Car Clinic 68,20293 Natasha Turnpike Suite 884,Surat,Gujarat,395001,21.181932,72.834737,3.0,362,0,7369150611,0
547,Krishna Auto Works 12,99255 Edward Mount,Surat,Gujarat,395009,21.161317,72.86681,4.8,361,0,9677058097,4
548,Sai Baba Car Clinic 43,499 Casey Island Suite 444,Surat,Gujarat,395006,21.191827,72.763834,4.8,361,1,8934727746,5
549,Gujarat Car Care 49,51521 Holt Lodge Suite 353,Surat,Gujarat,395001,21.20525,72.757821,4.3,361,0,9199195251,3
550,Speedy Motors 26,6854 Vanessa Parks,Surat,Gujarat,395008,21.188002,72.755397,4.0,361,1,8929475328,5
551,Jai Hind Auto Repairs 43,14675 Elaine Crescent,Surat,Gujarat,395002,21.162075,72.771186,3.2,361,1,8652909786,5
552,Perfect Wheels Garage 23,991 Charles Knoll Suite 676,Surat,Gujarat,395009,21.153933,72.807625,2.6,361,1,9283765960,0
553,Mahalaxmi Auto Service 67,172 Jeffrey Haven Suite 195,Surat,Gujarat,395005,21.20488,72.843456,5.0,360,0,8457490202,1
554,Gujarat Car Care 29,94124 Smith Course Suite 483,Surat,Gujarat,395005,21.153203,72.877823,4.0,360,1,8316894497,4
555,Krishna Auto Works 73,660 Hawkins Overpass Apt. 682,Surat,Gujarat,395007,21.236835,72.844199,3.4,360,0,8835320593,1
556,Gujarat Car Care 93,22283 Michael Hill Suite 685,Surat,Gujarat,395002,21.15534,72.850054,3.4,360,0,9540240355,4
557,Shree Ganesh Auto Care 45,8747 Kelley Plain,Surat,Gujarat,395007,21.238728,72.767671,2.4,360,1,9124173616,3
558,Surat Car Garage 15,3711 Singleton Rest Suite 300,Surat,Gujarat,395004,21.153803,72.80821,2.3,360,0,8608293544,0
559,Gujarat Car Care 36,"PSC 3592, Box 3613",Surat,Gujarat,395003,21.178966,72.89337,2.2,360,0,8151536693,4
560,Krishna Auto Works 51,859 Steven Rest,Surat,Gujarat,395007,21.193537,72.86861,2.1,360,0,7934610168,4
561,Jai Hind Auto Repairs 47,"PSC 5483, Box 3095",Surat,Gujarat,395002,21.226509,72.793317,5.0,359,0,7346989935,3
562,Royal Auto Solutions 32,45461 Rodriguez Expressway,Surat,Gujarat,395006,21.173089,72.797222,4.9,359,0,8233936190,0
563,Gujarat Car Care 88,282 Johnson Camp Apt. 441,Surat,Gujarat,395008,21.158574,72.820332,4.6,359,1,8638718151,0
564,Gujarat Car Care 42,4905 Diana Mission Suite 923,Surat,Gujarat,395009,21.238139,72.8128,3.8,359,0,9468901016,1
565,Perfect Wheels Garage 69,3714 Williams Cliffs,Surat,Gujarat,395006,21.199315,72.814623,3.7,358,0,9871039049,0
566,Royal Auto Solutions 85,38061 Cline Trail,Surat,Gujarat,395005,21.18065,72.840393,3.3,358,1,8967600966,0
567,Sai Baba Car Clinic 95,2375 Horton Lakes Apt. 192,Surat,Gujarat,395003,21.21897,72.847621,2.7,358,1,8906982051,1
568,Gujarat Car Care 2,4370 Christina Throughway Suite 391,Surat,Gujarat,395007,21.15418,72.865069,2.4,358,0,7122580275,4
569,Jai Hind Auto Repairs 82,64928 Mark Flats,Surat,Gujarat,395008,21.19311,72.791204,4.9,357,0,8804609192,5
570,Surat Car Garage 58,"PSC 0947, Box 3181",Surat,Gujarat,395003,21.164933,72.761016,4.3,357,1,8632995273,5
571,Surat Car Garage 76,316 Watts Orchard,Surat,Gujarat,395008,21.184784,72.846638,3.3,357,1,7553141357,4
572,Sai Baba Car Clinic 6,8976 Ashley Pike Suite 312,Surat,Gujarat,395002,21.1548,72.795644,2.8,357,1,8976362447,5
573,Surat Car Garage 71,8597 Jonathan Field Suite 129,Surat,Gujarat,395009,21.176841,72.867581,4.8,356,1,9386268773,4
574,Royal Auto Solutions 64,448 Matthew Springs Suite 712,Surat,Gujarat,395002,21.188478,72.818542,4.2,356,1,9950605473,0
575,Shree Ganesh Auto Care 75,952 Derrick Haven,Surat,Gujarat,395010,21.231601,72.801475,4.1,356,1,8709979450,1
576,Speedy Motors 41,93583 Adams Villages Apt. 797,Surat,Gujarat,395008,21.197837,72.860276,2.8,356,1,9820816158,4
577,Jai Hind Auto Repairs 75,49685 Silva Plains,Surat,Gujarat,395003,21.212321,72.826621,2.5,356,1,7607146852,1
578,Perfect Wheels Garage 57,400 Bradley Coves,Surat,Gujarat,395008,21.245056,72.878318,2.3,356,1,8343831023,2
579,Jai Hind Auto Repairs 51,833 Randy Rue Suite 306,Surat,Gujarat,395009,21.233423,72.819738,2.2,356,0,7939335491,1
580,Gujarat Car Care 97,59329 Cohen Land Apt. 968,Surat,Gujarat,395003,21.204371,72.880866,4.5,355,1,9757234244,2
581,Sai Baba Car Clinic 50,29594 White Forges,Surat,Gujarat,395004,21.185177,72.830665,4.5,355,1,8686188256,0
582,Perfect Wheels Garage 61,457 Harmon Neck,Surat,Gujarat,395006,21.193811,72.826145,3.8,355,1,8456718730,0
583,Perfect Wheels Garage 40,29732 Ariana Wall,Surat,Gujarat,395009,21.180538,72.864963,3.4,355,1,8275842766,4
584,Royal Auto Solutions 79,80274 Mary Parkway Suite 726,Surat,Gujarat,395006,21.206381,72.774892,2.9,355,0,9245339841,3
585,Surat Car Garage 14,388 Lori Port Suite 905,Surat,Gujarat,395001,21.162612,72.801618,2.0,355,0,9786135145,0
586,Sai Baba Car Clinic 46,89226 Marie Path Apt. 422,Surat,Gujarat,395006,21.193069,72.78663,3.2,354,0,9792758358,5
587,Royal Auto Solutions 17,177 Natalie Gardens,Surat,Gujarat,395007,21.236081,72.835257,3.1,354,0,7161548605,1
588,Sai Baba Car Clinic 56,392 Lee Spur Suite 885,Surat,Gujarat,395004,21.211045,72.893613,3.0,354,1,7565878654,2
589,Mahalaxmi Auto Service 61,837 Cox Center Apt. 758,Surat,Gujarat,395009,21.230199,72.873841,4.3,353,0,7414103705,2
590,Gujarat Car Care 61,325 Amber Run,Surat,Gujarat,395001,21.16722,72.810446,3.9,353,1,9160353538,0
591,Sai Baba Car Clinic 34,587 Wells Prairie Suite 903,Surat,Gujarat,395009,21.192356,72.804847,2.8,353,1,9290400398,0
592,Perfect Wheels Garage 99,50902 Villarreal Glen,Surat,Gujarat,395008,21.217691,72.883105,2.1,353,0,9683312720,2
593,Perfect Wheels Garage 97,016 Bennett Mountains,Surat,Gujarat,395009,21.161382,72.814487,2.8,352,1,7688303896,0
594,Shree Ganesh Auto Care 38,87156 Fischer Orchard,Surat,Gujarat,395002,21.193548,72.794134,4.8,351,1,8121918714,0
595,Surat Car Garage 39,137 Craig Pass,Surat,Gujarat,395003,21.206396,72.835004,4.5,351,1,9467549582,1
596,Jai Hind Auto Repairs 2,392 Moore Trafficway Suite 229,Surat,Gujarat,395008,21.21721,72.809455,3.6,351,0,9278266614,1
597,Perfect Wheels Garage 24,89811 Gilbert Points,Surat,Gujarat,395006,21.196833,72.819121,3.0,351,1,8658763396,0
598,Jai Hind Auto Repairs 56,409 Tina Circle,Surat,Gujarat,395004,21.210008,72.899281,2.8,351,0,7381479815,2
599,Perfect Wheels Garage 3,24510 Vanessa Ridges,Surat,Gujarat,395003,21.234288,72.886597,2.1,351,0,7935818206,2
600,Jai Hind Auto Repairs 59,2603 Robert Unions Apt. 027,Surat,Gujarat,395003,21.199945,72.797461,4.4,350,1,9206321886,0
601,Royal Auto Solutions 98,00953 Garrett Island Suite 421,Surat,Gujarat,395003,21.189988,72.799067,2.8,350,1,9464548098,0
602,Mahalaxmi Auto Service 19,999 Johnston Pine Apt. 283,Surat,Gujarat,395009,21.224042,72.824296,2.7,350,0,7859703910,1
603,Royal Auto Solutions 7,4186 Nathan Light Suite 270,Surat,Gujarat,395001,21.178136,72.839628,4.5,349,1,7918051724,0
604,Sai Baba Car Clinic 66,1545 Tara Lodge,Surat,Gujarat,395010,21.183519,72.872764,4.3,349,1,9877809739,4
605,Gujarat Car Care 65,67726 Johnson Track,Surat,Gujarat,395008,21.167048,72.779066,4.2,349,0,9648750538,5
606,Sai Baba Car Clinic 92,39744 Wesley Parkways,Surat,Gujarat,395003,21.206764,72.795711,4.1,349,1,7282415081,3
607,Surat Car Garage 2,715 Clinton Lodge,Surat,Gujarat,395009,21.193516,72.887998,3.4,349,1,7732258187,4
608,Surat Car Garage 74,452 Kevin Parkway Suite 449,Surat,Gujarat,395002,21.161747,72.864605,3.1,349,1,8956055883,4
609,Surat Car Garage 84,63956 Dennis Locks Suite 783,Surat,Gujarat,395005,21.195165,72.816832,4.9,348,1,8412482840,0
610,Royal Auto Solutions 26,634 Richard Ranch Suite 897,Surat,Gujarat,395004,21.178657,72.829841,4.3,348,0,8707705573,0
611,Surat Car Garage 13,301 Rivera Mountains,Surat,Gujarat,395004,21.238726,72.77035,3.4,348,1,9712418274,3
612,Sai Baba Car Clinic 91,998 Eric Vista,Surat,Gujarat,395005,21.221887,72.780405,2.8,348,1,9955459044,3
613,Sai Baba Car Clinic 100,USNS Holland,Surat,Gujarat,395007,21.182341,72.888621,2.3,348,1,9807167416,4
614,Speedy Motors 64,26208 Mason Cliff Suite 452,Surat,Gujarat,395005,21.158686,72.770523,2.8,347,0,7672506569,5
615,Speedy Motors 1,275 Courtney Drive,Surat,Gujarat,395010,21.185282,72.8356,2.6,347,0,9737032752,0
